query,source,doi,title,year,venue,authors,abstract,url,problem_claimed,mechanism,hidden_assumptions,fixed_variables,failure_modes,novelty_effect,open_questions
place recognition dynamic environment robotics,crossref,10.2307/j.ctv18sqzkv.20,Recognition in Its Place,2020,Interpreting Modernity,"WEBBER, JEREMY",,https://doi.org/10.2307/j.ctv18sqzkv.20,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1515/9780228002826-018,Recognition in Its Place,2020,Interpreting Modernity,"Webber, Jeremy",,https://doi.org/10.1515/9780228002826-018,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-1-4419-1428-6_5267,Place and Object Recognition,2012,Encyclopedia of the Sciences of Learning,,,https://doi.org/10.1007/978-1-4419-1428-6_5267,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1300/j236v03n01_04,A Place of Recognition,2000,Journal of Gay &amp; Lesbian Psychotherapy,"Schwartz, Adria E.",,https://doi.org/10.1300/j236v03n01_04,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-3-319-68189-4_8,Psychophysics of Place Recognition,2017,Lecture Notes in Computer Science Spatial Cognition X,"Mallot, Hanspeter A., Lancier, Stephan, Halfmann, Marc",,https://doi.org/10.1007/978-3-319-68189-4_8,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/robot.1986.1087476,A distributed computing environment for robotics,1986,Proceedings. 1986 IEEE International Conference on Robotics and Automation,"Gaglianello, R., Katseff, H.",,https://doi.org/10.1109/robot.1986.1087476,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1017/s0263574700000618,A multi-agent environment in robotics,1991,Robotica,"Oliveira, Eugénio, Camacho, R., Ramos, C.","SUMMARYThe use of Multi-Agent Systems as a Distributed AI paradigm for Robotics is the principal aim of our present work. In this paper we consider the needed concepts and a suitable architecture for a set of Agents in order to make it possible for them to cooperate in solving non-trivial tasks.Agents are sets of different software modules, each one implementing a function required for cooperation. A Monitor, an Acquaintance and Self-knowledge Modules, an Agenda and an Input queue, on the top of each Intelligent System, are fundamental modules that guarantee the process of cooperation, while the overall aim is devoted to the community of cooperative Agents. These Agents, which our testbed concerns, include Vision, Planner, World Model and the Robot itself.",https://doi.org/10.1017/s0263574700000618,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/icsmc.2000.886609,A development environment for evolutionary robotics,2000,"Smc 2000 conference proceedings. 2000 ieee international conference on systems, man and cybernetics. 'cybernetics evolving to systems, humans, organizations, and their complex interactions' (cat. no.0","Driscoll, J.A., Peters, R.A.",,https://doi.org/10.1109/icsmc.2000.886609,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/vecims.2011.6053845,Mixed reality educational environment for robotics,2011,"2011 IEEE International Conference on Virtual Environments, Human-Computer Interfaces and Measurement Systems Proceedings","Garcia, Abraham Prieto, Fernandez, Gervasio Varela, Torres, Blanca Maria Priego, Lopez-Pena, Fernando",,https://doi.org/10.1109/vecims.2011.6053845,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/iccar.2015.7165852,Flexible development environment for educational robotics,2015,"2015 International Conference on Control, Automation and Robotics","Krofitsch, Christoph, Lepuschitz, Wilfried, Klein, Markus, Koppensteiner, Gottfried",,https://doi.org/10.1109/iccar.2015.7165852,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/iros.2009.5354365,Centralized server environment for educational robotics,2009,2009 IEEE/RSJ International Conference on Intelligent Robots and Systems,"Voorhies, Randolph, Siagian, Christian, Elazary, Lior, Itti, Laurent",,https://doi.org/10.1109/iros.2009.5354365,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
